Company Ticker,Sector,Industry,MarketCap,Currency
CMIG4.SA,Utilities,Utilities - Diversified,35691483136,BRL
CMP,Basic Materials,Other Industrial Metals & Mining,719129344,USD
CMPO,Industrials,Metal Fabrication,2102857344,USD
CMPR,Industrials,Specialty Business Services,1680642048,USD
CMPX,Healthcare,Biotechnology,641681152,USD
CMRC,Technology,Software - Application,373803424,USD
CMRE,Industrials,Marine Shipping,1494947840,USD
CMS,Utilities,Utilities - Regulated Electric,22060140544,USD
CMT,Basic Materials,Specialty Chemicals,157015216,USD
CMTG,Real Estate,REIT - Mortgage,433448192,USD
CMW.AX,Real Estate,REIT - Office,1231009664,AUD
CNA,Financial Services,Insurance - Property & Casualty,11922863104,USD
CNA.L,Utilities,Utilities - Independent Power Producers,8263067136,GBp
CNC,Healthcare,Healthcare Plans,16957371392,USD
CNDT,Technology,Information Technology Services,372818656,USD
CNH,Industrials,Farm & Heavy Construction Machinery,13021036544,USD
CNI.AX,Real Estate,REIT - Diversified,1959016832,AUD
CNK,Communication Services,Entertainment,3075665920,USD
CNM,Industrials,Industrial Distribution,10279921664,USD
CNMD,Healthcare,Medical Devices,1388639744,USD
CNNE,Consumer Cyclical,Restaurants,908676032,USD
CNO,Financial Services,Insurance - Life,3837535488,USD
CNOB,Financial Services,Banks - Regional,1217111424,USD
CNP,Utilities,Utilities - Regulated Electric,25083197440,USD
CNR,Energy,Thermal Coal,4203164416,USD
CNS,Financial Services,Asset Management,3457291008,USD
CNU.AX,Communication Services,Telecom Services,3570892288,AUD
CNU.NZ,Communication Services,Telecom Services,4108912896,NZD
CNX,Energy,Oil & Gas E&P,4653074944,USD
CNXC,Technology,Information Technology Services,2465394432,USD
CNXN,Technology,Electronics & Computer Distribution,1506635008,USD
COALINDIA.NS,Energy,Thermal Coal,2327336976384,INR
COCO,Consumer Defensive,Beverages - Non-Alcoholic,2324627712,USD
CODI,Industrials,Conglomerates,464958272,USD
COF,Financial Services,Credit Services,140934676480,USD
COFS,Financial Services,Banks - Regional,433864288,USD
COGN3.SA,Consumer Defensive,Education & Training Services,6748716032,BRL
COGT,Healthcare,Biotechnology,2165362432,USD
COH.AX,Healthcare,Medical Devices,18356039680,AUD
COHR,Technology,Scientific & Technical Instruments,20715460608,USD
COHU,Technology,Semiconductor Equipment & Materials,1130428160,USD
COIN,Financial Services,Financial Data & Stock Exchanges,89095708672,USD
COKE,Consumer Defensive,Beverages - Non-Alcoholic,11191313408,USD
COL.AX,Consumer Defensive,Grocery Stores,29258618880,AUD
COL.MC,Real Estate,REIT - Office,3362853120,EUR
COLB,Financial Services,Banks - Regional,8053037568,USD
COLD,Real Estate,REIT - Industrial,3680240128,USD
COLL,Healthcare,Drug Manufacturers - Specialty & Generic,1137226752,USD
COLM,Consumer Cyclical,Apparel Manufacturing,2759315968,USD
COM7.BK,Consumer Cyclical,Specialty Retail,57226457088,THB
COMM,Technology,Communication Equipment,3573580288,USD
COMP,Real Estate,Real Estate Services,4337672192,USD
CON,Healthcare,Medical Care Facilities,2522404352,USD
COO,Healthcare,Medical Instruments & Supplies,13880839168,USD
COOK,Consumer Cyclical,"Furnishings, Fixtures & Appliances",123656480,USD
COOP,Financial Services,Mortgage Finance,13489140736,USD
COP,Energy,Oil & Gas E&P,110618820608,USD
COR,Healthcare,Medical Distribution,66098786304,USD
COR.LS,Basic Materials,Lumber & Wood Production,907060032,EUR
CORT,Healthcare,Biotechnology,7815420928,USD
CORZ,Technology,Software - Infrastructure,7100403712,USD
COSO,Financial Services,Banks - Regional,257906176,USD
COST,Consumer Defensive,Discount Stores,411287977984,USD
COTY,Consumer Defensive,Household & Personal Products,3408044288,USD
COUR,Consumer Defensive,Education & Training Services,1374464000,USD
CPALL.BK,Consumer Defensive,Grocery Stores,407884267520,THB
CPAY,Technology,Software - Infrastructure,18597003264,USD
CPB,Consumer Defensive,Packaged Foods,8904297472,USD
CPF,Financial Services,Banks - Regional,777668800,USD
CPF.BK,Consumer Defensive,Farm Products,163920396288,THB
CPFE3.SA,Utilities,Utilities - Regulated Electric,49201266688,BRL
CPG.L,Consumer Cyclical,Restaurants,42801799168,GBp
CPK,Utilities,Utilities - Regulated Gas,3049951744,USD
CPLE6.SA,Utilities,Utilities - Regulated Electric,40997076992,BRL
CPN.BK,Real Estate,Real Estate - Diversified,232253997056,THB
CPNG,Consumer Cyclical,Internet Retail,58301624320,USD
CPR.MI,Consumer Defensive,Beverages - Wineries & Distilleries,7345684480,EUR
CPRI,Consumer Cyclical,Luxury Goods,2466675712,USD
CPRT,Industrials,Specialty Business Services,41616879616,USD
CPRX,Healthcare,Biotechnology,2624063232,USD
CPS,Consumer Cyclical,Auto Parts,523995488,USD
CPSS,Financial Services,Credit Services,186500336,USD
CPT,Real Estate,REIT - Residential,10684204032,USD
CPU.AX,Financial Services,Capital Markets,21030154240,AUD
CQR.AX,Real Estate,REIT - Retail,2394665984,AUD
CR,Industrials,Specialty Industrial Machinery,11095464960,USD
CRAI,Industrials,Consulting Services,1256148224,USD
CRBN.AS,Basic Materials,Specialty Chemicals,1024885440,EUR
CRC,Energy,Oil & Gas E&P,3946830592,USD
CRC.BK,Consumer Cyclical,Department Stores,121826205696,THB
CRCT,Technology,Computer Hardware,1136695168,USD
CRDA.L,Basic Materials,Specialty Chemicals,3985716736,GBp
CRDF,Healthcare,Biotechnology,153674720,USD
CRDO,Technology,Semiconductors,31249924096,USD
CRGY,Energy,Oil & Gas E&P,2174548992,USD
CRH,Basic Materials,Building Materials,79340535808,USD
CRI,Consumer Cyclical,Apparel Retail,1106921728,USD
CRK,Energy,Oil & Gas E&P,5635674624,USD
CRL,Healthcare,Diagnostics & Research,8802447360,USD
CRM,Technology,Software - Application,248795676672,USD
CRMD,Healthcare,Biotechnology,904148096,USD
CRML,Basic Materials,Other Industrial Metals & Mining,1287097600,USD
CRMT,Consumer Cyclical,Auto & Truck Dealerships,181623584,USD
CRN.AX,Basic Materials,Coking Coal,524220544,AUD
CRNC,Technology,Software - Application,478682176,USD
CRNX,Healthcare,Biotechnology,4035441152,USD
CROX,Consumer Cyclical,Footwear & Accessories,4213474816,USD
CRS,Industrials,Metal Fabrication,15480203264,USD
CRSP,Healthcare,Biotechnology,5636197888,USD
CRSR,Technology,Computer Hardware,859959808,USD
CRUS,Technology,Semiconductors,6736835072,USD
CRVL,Financial Services,Insurance Brokers,3751988224,USD
CRVS,Healthcare,Biotechnology,572267840,USD
CRWD,Technology,Software - Infrastructure,138507157504,USD
CSAN3.SA,Energy,Oil & Gas Refining & Marketing,11322661888,BRL
CSCO,Technology,Communication Equipment,293386977280,USD
CSGP,Real Estate,Real Estate Services,29404823552,USD
CSGS,Technology,Software - Infrastructure,2147926528,USD
CSL,Industrials,Building Products & Equipment,13604195328,USD
CSL.AX,Healthcare,Biotechnology,85866946560,AUD
CSNA3.SA,Basic Materials,Steel,12659963904,BRL
CSPI,Technology,Information Technology Services,125929152,USD
CSR,Real Estate,REIT - Residential,1045756608,USD
CSTL,Healthcare,Diagnostics & Research,753925184,USD
CSTM,Basic Materials,Aluminum,2235144704,USD
CSV,Consumer Cyclical,Personal Services,692146304,USD
CSW,Industrials,Specialty Industrial Machinery,4157493248,USD
CSX,Industrials,Railroads,66720370688,USD
CTAS,Industrials,Specialty Business Services,73155805184,USD
CTBI,Financial Services,Banks - Regional,935924800,USD
CTD.AX,Consumer Cyclical,Travel Services,2351454720,AUD
CTEC.L,Healthcare,Medical Instruments & Supplies,4883003392,GBp
CTEV,Healthcare,Health Information Services,1072511744,USD
CTGO,Basic Materials,Gold,316903840,USD
CTKB,Healthcare,Medical Devices,501261696,USD
CTLP,Technology,Software - Infrastructure,775017024,USD
CTO,Real Estate,REIT - Diversified,547091712,USD
CTOS,Industrials,Rental & Leasing Services,1316311168,USD
CTRA,Energy,Oil & Gas E&P,18612983808,USD
CTRE,Real Estate,REIT - Healthcare Facilities,7865173504,USD
CTRI,Utilities,Utilities - Regulated Gas,1789826432,USD
CTRN,Consumer Cyclical,Apparel Retail,303996352,USD
CTS,Technology,Electronic Components,1209742976,USD
CTSH,Technology,Information Technology Services,35102879744,USD
CTT.LS,Industrials,Integrated Freight & Logistics,994295936,EUR
CTVA,Basic Materials,Agricultural Inputs,42144948224,USD
CUBE,Real Estate,REIT - Industrial,8481533440,USD
CUBI,Financial Services,Banks - Regional,2323118336,USD
CURB,Real Estate,REIT - Retail,2459291904,USD
CURI,Communication Services,Broadcasting,243304864,USD
CURV,Consumer Cyclical,Apparel Retail,120982464,USD
CUV.AX,Healthcare,Biotechnology,562248256,AUD
CUZ,Real Estate,REIT - Office,4325755392,USD
CVBF,Financial Services,Banks - Regional,2538427904,USD
CVCB3.SA,Consumer Cyclical,Travel Services,969496896,BRL
CVCO,Consumer Cyclical,Residential Construction,4178972672,USD
CVGW,Consumer Defensive,Food Distribution,396165280,USD
CVI,Energy,Oil & Gas Refining & Marketing,3700531456,USD
CVLG,Industrials,Trucking,505646496,USD
CVLT,Technology,Software - Application,6189524992,USD
CVNA,Consumer Cyclical,Auto & Truck Dealerships,38864994304,USD
CVRX,Healthcare,Medical Devices,270931840,USD
CVS,Healthcare,Healthcare Plans,99574284288,USD
CVX,Energy,Oil & Gas Integrated,307925942272,USD
CW,Industrials,Aerospace & Defense,22673932288,USD
CWAN,Technology,Software - Application,5910524928,USD
CWBC,Financial Services,Banks - Regional,405548544,USD
CWCO,Utilities,Utilities - Regulated Water,549315392,USD
CWEN,Utilities,Utilities - Renewable,6428153856,USD
CWH,Consumer Cyclical,Auto & Truck Dealerships,810372224,USD
CWK,Real Estate,Real Estate Services,3608398848,USD
CWST,Industrials,Waste Management,5633126912,USD
CWT,Utilities,Utilities - Regulated Water,2679822592,USD
CWY.AX,Industrials,Waste Management,5710701568,AUD
CXDO,Communication Services,Telecom Services,214299616,USD
CXM,Technology,Software - Application,1884584448,USD
CXO.AX,Basic Materials,Other Industrial Metals & Mining,359169664,AUD
CXT,Industrials,Specialty Industrial Machinery,3682803712,USD
CXW,Industrials,Security & Protection Services,2018080128,USD
CYH,Healthcare,Medical Care Facilities,533300512,USD
CYRE3.SA,Consumer Cyclical,Residential Construction,11212778496,BRL
CYRX,Industrials,Integrated Freight & Logistics,452605376,USD
CYTK,Healthcare,Biotechnology,7183018496,USD
CZFS,Financial Services,Banks - Regional,260796784,USD
CZNC,Financial Services,Banks - Regional,339357568,USD
CZR,Consumer Cyclical,Resorts & Casinos,4174007552,USD
CZWI,Financial Services,Banks - Regional,158595024,USD
D,Utilities,Utilities - Regulated Electric,49945391104,USD
D01.SI,Consumer Defensive,Grocery Stores,4683631616,USD
D05.SI,Financial Services,Banks - Regional,151826923520,SGD
DAKT,Technology,Electronic Components,937118912,USD
DAL,Industrials,Airlines,38198321152,USD
DAN,Consumer Cyclical,Auto Parts,2406849792,USD
DANSKE.CO,Financial Services,Banks - Regional,237920010240,DKK
DAR,Consumer Defensive,Packaged Foods,5186915840,USD
DASH,Consumer Cyclical,Internet Retail,103402504192,USD
DAVE,Technology,Software - Application,3241178880,USD
DAWN,Healthcare,Biotechnology,748777472,USD
DAY,Technology,Software - Application,10992801792,USD
DBD,Technology,Software - Application,2155884032,USD
DBI,Consumer Cyclical,Footwear & Accessories,184797184,USD
DBRG,Financial Services,Asset Management,2431130368,USD
DBX,Technology,Software - Infrastructure,8014874624,USD
DC,Basic Materials,Gold,456116096,USD
DCC.L,Energy,Oil & Gas Refining & Marketing,4830959616,GBp
DCGO,Healthcare,Medical Care Facilities,100742376,USD
DCI,Industrials,Specialty Industrial Machinery,9785443328,USD
DCO,Industrials,Aerospace & Defense,1393728384,USD
DCOM,Financial Services,Banks - Regional,1160480640,USD
DCTH,Healthcare,Medical Devices,333021536,USD
DD,Basic Materials,Specialty Chemicals,14525281280,USD
DDD,Technology,Computer Hardware,353977056,USD
DDOG,Technology,Software - Application,56524611584,USD
DDS,Consumer Cyclical,Department Stores,9401348096,USD
DE,Industrials,Farm & Heavy Construction Machinery,124875964416,USD
DEA,Real Estate,REIT - Office,1105616896,USD
DEC,Energy,Oil & Gas Integrated,963318592,USD
DECK,Consumer Cyclical,Footwear & Accessories,11822821376,USD
DEI,Real Estate,REIT - Office,2630184704,USD
DELL,Technology,Computer Hardware,107305754624,USD
DELTA.BK,Industrials,Electrical Equipment & Parts,2769187241984,THB
DEMANT.CO,Healthcare,Medical Devices,45627666432,DKK
DENN,Consumer Cyclical,Restaurants,211660864,USD
DERM,Healthcare,Drug Manufacturers - Specialty & Generic,224159888,USD
DFH,Consumer Cyclical,Residential Construction,1779035520,USD
DFIN,Technology,Software - Application,1231320704,USD
DG,Consumer Defensive,Discount Stores,21827915776,USD
DGE.L,Consumer Defensive,Beverages - Wineries & Distilleries,39554330624,GBp
DGICA,Financial Services,Insurance - Property & Casualty,657734656,USD
DGII,Technology,Communication Equipment,1341966976,USD
DGX,Healthcare,Diagnostics & Research,19894583296,USD
DH,Healthcare,Health Information Services,297686528,USD
DHC,Real Estate,REIT - Healthcare Facilities,1067051456,USD
DHER.DE,Consumer Cyclical,Internet Retail,6306179584,EUR
DHI,Consumer Cyclical,Residential Construction,42716565504,USD
DHIL,Financial Services,Asset Management,348902016,USD
DHR,Healthcare,Diagnostics & Research,151201185792,USD
DHT,Energy,Oil & Gas Midstream,2096824320,USD
DIA.MI,Healthcare,Diagnostics & Research,4095143168,EUR
DIM.PA,Healthcare,Medical Instruments & Supplies,19884644352,EUR
DIN,Consumer Cyclical,Restaurants,371718240,USD
DINO,Energy,Oil & Gas Refining & Marketing,9820996608,USD
DIOD,Technology,Semiconductors,2473540096,USD
DIS,Communication Services,Entertainment,201584345088,USD
DJCO,Technology,Software - Application,562361728,USD
DJT,Communication Services,Internet Content & Information,4063645440,USD
DK,Energy,Oil & Gas Refining & Marketing,2339327232,USD
DKNG,Consumer Cyclical,Gambling,15177090048,USD
DKS,Consumer Cyclical,Specialty Retail,19531503616,USD
DLB,Industrials,Specialty Business Services,6361178624,USD
DLR,Real Estate,REIT - Specialty,60135194624,USD
DLTR,Consumer Defensive,Discount Stores,20570157056,USD
DLX,Industrials,Conglomerates,811974080,USD
DMAC,Healthcare,Biotechnology,351484608,USD
DMP.AX,Consumer Cyclical,Restaurants,1809738752,AUD
DMRC,Technology,Software - Application,216163344,USD
DNA,Healthcare,Biotechnology,757164800,USD
DNLI,Healthcare,Biotechnology,2245820416,USD
DNOW,Industrials,Industrial Distribution,1543675904,USD
DNTH,Healthcare,Biotechnology,1354946048,USD
DNUT,Consumer Defensive,Grocery Stores,630016000,USD
DOC,Real Estate,REIT - Healthcare Facilities,12293662720,USD
DOCN,Technology,Software - Infrastructure,3771683584,USD
DOCS,Healthcare,Health Information Services,12539698176,USD
DOCU,Technology,Software - Application,14688644096,USD
DOLE,Consumer Defensive,Farm Products,1210468992,USD
DOMO,Technology,Software - Application,574350976,USD
DORM,Consumer Cyclical,Auto Parts,4082557952,USD
DOUG,Real Estate,Real Estate Services,218221936,USD
DOV,Industrials,Specialty Industrial Machinery,24435218432,USD
DOW,Basic Materials,Chemicals,16511125504,USD
DOW.AX,Industrials,Engineering & Construction,5123272192,AUD
DOX,Technology,Software - Infrastructure,9253626880,USD
DPLM.L,Industrials,Industrial Distribution,7391597056,GBp
DPZ,Consumer Cyclical,Restaurants,13637130240,USD
DRH,Real Estate,REIT - Hotel & Motel,1644593280,USD
DRI,Consumer Cyclical,Restaurants,20653834240,USD
DRR.AX,Basic Materials,Other Industrial Metals & Mining,2100076160,AUD
DRREDDY.NS,Healthcare,Drug Manufacturers - Specialty & Generic,1000480178176,INR
DRS,Industrials,Aerospace & Defense,9741897728,USD
DRUG,Healthcare,Biotechnology,391817664,USD
DRVN,Consumer Cyclical,Auto & Truck Dealerships,2340989440,USD
DSFIR.AS,Basic Materials,Specialty Chemicals,18052939776,EUR
DSGN,Healthcare,Biotechnology,373010240,USD
DSGR,Industrials,Industrial Distribution,1248612480,USD
DSP,Technology,Software - Application,555228992,USD
DSV.CO,Industrials,Integrated Freight & Logistics,324300570624,DKK
DT,Technology,Software - Application,15220034560,USD
DTE,Utilities,Utilities - Regulated Electric,27802523648,USD
DTM,Energy,Oil & Gas Midstream,11415948288,USD
DUK,Utilities,Utilities - Regulated Electric,96168812544,USD
DUOL,Technology,Software - Application,12139597824,USD
DV,Technology,Software - Application,1835910528,USD
DVA,Healthcare,Medical Care Facilities,8404930048,USD
DVAX,Healthcare,Drug Manufacturers - Specialty & Generic,1194955520,USD
DVN,Energy,Oil & Gas E&P,20834136064,USD
DX,Real Estate,REIT - Mortgage,1949792768,USD
DXC,Technology,Information Technology Services,2310757632,USD
DXCM,Healthcare,Medical Devices,23568683008,USD
DXCO3.SA,Basic Materials,Lumber & Wood Production,4254625536,BRL
DXPE,Industrials,Industrial Distribution,1895688448,USD
DXS.AX,Real Estate,REIT - Office,7775814656,AUD
DY,Industrials,Engineering & Construction,8286373888,USD
DYN,Healthcare,Biotechnology,3429978880,USD
EA,Communication Services,Electronic Gaming & Multimedia,49853476864,USD
EAT,Consumer Cyclical,Restaurants,4667499520,USD
EB,Communication Services,Internet Content & Information,230635200,USD
EBAY,Consumer Cyclical,Internet Retail,37412036608,USD
EBC,Financial Services,Banks - Regional,3433417216,USD
EBF,Industrials,Business Equipment & Supplies,435449472,USD
EBMT,Financial Services,Banks - Regional,130256656,USD
EBO.NZ,Healthcare,Medical Distribution,5920789504,NZD
EBS,Healthcare,Drug Manufacturers - Specialty & Generic,550934400,USD
ECBK,Financial Services,Banks - Regional,143507952,USD
ECG,Industrials,Engineering & Construction,4602323456,USD
ECL,Basic Materials,Specialty Chemicals,72919023616,USD
ECMPA.AS,Real Estate,REIT - Retail,1401302528,EUR
ECOR3.SA,Industrials,Infrastructure Operations,5544101376,BRL
ECPG,Financial Services,Credit Services,995259136,USD
ECVT,Basic Materials,Specialty Chemicals,946236672,USD
ED,Utilities,Utilities - Regulated Electric,34853380096,USD
EDIT,Healthcare,Biotechnology,275155680,USD
EDP.LS,Utilities,Utilities - Diversified,18004746240,EUR
EDPR.LS,Utilities,Utilities - Renewable,13600367616,EUR
EDV.AX,Consumer Defensive,Beverages - Wineries & Distilleries,6535944192,AUD
EDV.L,Basic Materials,Gold,7294521856,GBp
EE,Energy,Oil & Gas Midstream,2914413824,USD
EEFT,Technology,Software - Infrastructure,3127072000,USD
EEX,Communication Services,Advertising Agencies,838703168,USD
EFC,Real Estate,REIT - Mortgage,1346569728,USD
EFSC,Financial Services,Banks - Regional,1939001472,USD
EFSI,Financial Services,Banks - Regional,191989312,USD
EFX,Industrials,Consulting Services,25683165184,USD
EG,Financial Services,Insurance - Reinsurance,13158022144,USD
EGAN,Technology,Software - Application,417718944,USD
EGBN,Financial Services,Banks - Regional,510461792,USD
EGCO.BK,Utilities,Utilities - Independent Power Producers,63439032320,THB
EGHT,Technology,Software - Application,253646064,USD
EGIE3.SA,Utilities,Utilities - Renewable,32881887232,BRL
EGL.LS,Industrials,Engineering & Construction,1786013696,EUR
EGO,Basic Materials,Gold,5196501504,USD
EGP,Real Estate,REIT - Industrial,9385626624,USD
EGY,Energy,Oil & Gas E&P,405564640,USD
EHAB,Healthcare,Medical Care Facilities,421237120,USD
EHC,Healthcare,Medical Care Facilities,11678496768,USD
EHTH,Financial Services,Insurance Brokers,158286192,USD
EICHERMOT.NS,Consumer Cyclical,Auto Manufacturers,1900746375168,INR
EIG,Financial Services,Insurance - Specialty,810819840,USD
EIX,Utilities,Utilities - Regulated Electric,20928569344,USD
EL,Consumer Defensive,Household & Personal Products,33603594240,USD
ELA,Consumer Cyclical,Luxury Goods,244333248,USD
ELAN,Healthcare,Drug Manufacturers - Specialty & Generic,11352193024,USD
ELD.AX,Consumer Defensive,Farm Products,1324477312,AUD
ELDN,Healthcare,Biotechnology,261084544,USD
ELE.MC,Utilities,Utilities - Regulated Electric,32808472576,EUR
ELET3.SA,Utilities,Utilities - Renewable,127311757312,BRL
ELET6.SA,Utilities,Utilities - Renewable,127311749120,BRL
ELF,Consumer Defensive,Household & Personal Products,6861519360,USD
ELMD,Healthcare,Medical Devices,201446336,USD
ELME,Real Estate,REIT - Residential,1445842944,USD
ELS,Real Estate,REIT - Residential,12096984064,USD
ELV,Healthcare,Healthcare Plans,69602959360,USD
ELVN,Healthcare,Biotechnology,1184710912,USD
EMBC,Healthcare,Medical Instruments & Supplies,784870336,USD
EMBR3.SA,Industrials,Aerospace & Defense,63812919296,BRL
EME,Industrials,Engineering & Construction,30150705152,USD
EML,Industrials,Tools & Accessories,129707928,USD
EML.AX,Technology,Software - Infrastructure,376113664,AUD
EMN,Basic Materials,Specialty Chemicals,6647648256,USD
EMR,Industrials,Specialty Industrial Machinery,78808883200,USD
ENEL.MI,Utilities,Utilities - Diversified,89375834112,EUR
ENEV3.SA,Utilities,Utilities - Diversified,35997515776,BRL
ENG.MC,Utilities,Utilities - Regulated Gas,3608113408,EUR
ENGI11.SA,Utilities,Utilities - Regulated Electric,23921637376,BRL
ENI.MI,Energy,Oil & Gas Integrated,47019765760,EUR
ENOV,Healthcare,Medical Devices,1793674624,USD
ENPH,Technology,Solar,3861670144,USD
ENR,Industrials,Electrical Equipment & Parts,1587243520,USD
ENS,Industrials,Electrical Equipment & Parts,4706595840,USD
ENSG,Healthcare,Medical Care Facilities,10609904640,USD
ENT.L,Consumer Cyclical,Gambling,4969280512,GBp
ENTA,Healthcare,Biotechnology,312188640,USD
ENTG,Technology,Semiconductor Equipment & Materials,13853207552,USD
ENVA,Financial Services,Credit Services,3036457472,USD
ENVX,Industrials,Electrical Equipment & Parts,2657658624,USD
ENX.PA,Financial Services,Financial Data & Stock Exchanges,12581118976,EUR
EOG,Energy,Oil & Gas E&P,57678741504,USD
EOLS,Healthcare,Drug Manufacturers - Specialty & Generic,413339840,USD
EOSE,Industrials,Electrical Equipment & Parts,4361359872,USD
EP,Energy,Oil & Gas E&P,103179008,USD
EPAC,Industrials,Specialty Industrial Machinery,2177541376,USD
EPAM,Technology,Information Technology Services,9006747648,USD
EPC,Consumer Defensive,Household & Personal Products,892113536,USD
EPM,Energy,Oil & Gas E&P,153381648,USD
EPR,Real Estate,REIT - Specialty,3823006720,USD
EPRT,Real Estate,REIT - Retail,5978834944,USD
EPSN,Energy,Oil & Gas E&P,107425256,USD
EQBK,Financial Services,Banks - Regional,777438912,USD
EQH,Financial Services,Asset Management,14614384640,USD
EQIX,Real Estate,REIT - Specialty,81773297664,USD
EQR,Real Estate,REIT - Residential,23167547392,USD
EQT,Energy,Oil & Gas E&P,34860384256,USD
EQTL3.SA,Utilities,Utilities - Regulated Electric,47121854464,BRL
ERAS,Healthcare,Biotechnology,675134976,USD
ERIE,Financial Services,Insurance Brokers,14920913920,USD
ERII,Industrials,Pollution & Treatment Controls,894264832,USD
ES,Utilities,Utilities - Regulated Electric,27596124160,USD
ESAB,Industrials,Metal Fabrication,6984797184,USD
ESCA,Consumer Cyclical,Leisure,161503808,USD
ESE,Technology,Scientific & Technical Instruments,5735663616,USD
ESI,Basic Materials,Specialty Chemicals,6563038208,USD
ESNT,Financial Services,Insurance - Specialty,6000706048,USD
ESOA,Industrials,Engineering & Construction,187485056,USD
ESPR,Healthcare,Drug Manufacturers - Specialty & Generic,683287360,USD
ESQ,Financial Services,Banks - Regional,810895040,USD
ESRT,Real Estate,REIT - Diversified,2189893120,USD
ESS,Real Estate,REIT - Residential,17565495296,USD
ESTC,Technology,Software - Application,9642098688,USD
ETD,Consumer Cyclical,"Furnishings, Fixtures & Appliances",608422016,USD
ETERNAL.NS,Consumer Cyclical,Internet Retail,2852494770176,INR
ETN,Industrials,Specialty Industrial Machinery,150491709440,USD
ETON,Healthcare,Drug Manufacturers - Specialty & Generic,481642912,USD
ETR,Utilities,Utilities - Regulated Electric,43261841408,USD
ETSY,Consumer Cyclical,Internet Retail,6028963328,USD
EU,Energy,Uranium,537090432,USD
EVC,Communication Services,Advertising Agencies,181042816,USD
EVCM,Technology,Software - Infrastructure,2070203392,USD
EVD.DE,Communication Services,Entertainment,7396129792,EUR
EVER,Communication Services,Internet Content & Information,818253120,USD
EVEX,Industrials,Aerospace & Defense,1242642304,USD
EVGO,Consumer Cyclical,Specialty Retail,1202289536,USD
EVH,Healthcare,Health Information Services,779326016,USD
EVI,Industrials,Industrial Distribution,329747552,USD
EVK.DE,Basic Materials,Specialty Chemicals,6719719936,EUR
EVLV,Industrials,Security & Protection Services,1306375168,USD
EVN.AX,Basic Materials,Gold,21614227456,AUD
EVR,Financial Services,Capital Markets,11587488768,USD
EVRG,Utilities,Utilities - Regulated Electric,17784100864,USD
EVT.AX,Communication Services,Entertainment,2356574976,AUD
EVT.DE,Healthcare,Drug Manufacturers - Specialty & Generic,1248135040,EUR
EVTC,Technology,Software - Infrastructure,1812610176,USD
EW,Healthcare,Medical Devices,48770400256,USD
EWBC,Financial Services,Banks - Regional,13814578176,USD
EWCZ,Consumer Defensive,Household & Personal Products,209840800,USD
EWTX,Healthcare,Biotechnology,1893062400,USD
EXAS,Healthcare,Diagnostics & Research,12680594432,USD
EXC,Utilities,Utilities - Regulated Electric,46661410816,USD
EXE,Energy,Oil & Gas E&P,26217719808,USD
EXEL,Healthcare,Biotechnology,10245849088,USD
EXFY,Technology,Software - Application,149167424,USD
EXLS,Technology,Information Technology Services,6214726656,USD
EXO.AS,Industrials,Farm & Heavy Construction Machinery,24744695808,EUR
EXP,Basic Materials,Building Materials,6598745600,USD
EXPD,Industrials,Integrated Freight & Logistics,16620090368,USD
EXPE,Consumer Cyclical,Travel Services,26674317312,USD
EXPI,Real Estate,Real Estate Services,1573895552,USD
EXPN.L,Industrials,Consulting Services,32547508224,GBp
EXPO,Industrials,Engineering & Construction,3639616768,USD
EXR,Real Estate,REIT - Industrial,29073319936,USD
EXTR,Technology,Communication Equipment,2511233024,USD
EYE,Consumer Cyclical,Specialty Retail,2089200512,USD
EYPT,Healthcare,Biotechnology,1005378240,USD
EZJ.L,Industrials,Airlines,3632918016,GBp
EZTC3.SA,Real Estate,Real Estate - Development,4083312896,BRL
F,Consumer Cyclical,Auto Manufacturers,51838328832,USD
F34.SI,Consumer Defensive,Packaged Foods,20226455552,SGD
FA,Industrials,Specialty Business Services,2147043584,USD
FAF,Financial Services,Insurance - Specialty,6332065792,USD
FANG,Energy,Oil & Gas E&P,40895705088,USD
FAST,Industrials,Industrial Distribution,47115386880,USD
FATE,Healthcare,Biotechnology,145315408,USD
FBIN,Industrials,Building Products & Equipment,6081403904,USD
FBIZ,Financial Services,Banks - Regional,423038784,USD
FBK,Financial Services,Banks - Regional,2895205120,USD
FBK.MI,Financial Services,Banks - Regional,12226816000,EUR
FBLA,Financial Services,Banks - Regional,241819120,USD
FBNC,Financial Services,Banks - Regional,2057514880,USD
FBP,Financial Services,Banks - Regional,3131774720,USD
FBRT,Real Estate,REIT - Mortgage,839201536,USD
FBU.AX,Basic Materials,Building Materials,3117202688,AUD
FBU.NZ,Basic Materials,Building Materials,3590157312,NZD
FC,Consumer Defensive,Education & Training Services,207199456,USD
FCAP,Financial Services,Banks - Regional,144001664,USD
FCBC,Financial Services,Banks - Regional,596150080,USD
FCCO,Financial Services,Banks - Regional,205545520,USD
FCF,Financial Services,Banks - Regional,1612374400,USD
FCFS,Financial Services,Credit Services,7009893376,USD
FCIT.L,Financial Services,Asset Management,5885297152,GBp
FCN,Industrials,Consulting Services,5096713216,USD
FCNCA,Financial Services,Banks - Regional,23336089600,USD
FCPT,Real Estate,REIT - Retail,2557637376,USD
FCX,Basic Materials,Copper,59125178368,USD
FDBC,Financial Services,Banks - Regional,251972800,USD
FDMT,Healthcare,Biotechnology,524001696,USD
FDP,Consumer Defensive,Farm Products,1717025408,USD
